species-name,common-name,common-name-th,common-name-th2,genus,family,images,num-images,num-observations,,
Grewia laevigata Vahl,,,,grewia,malvaceae,"['https://bs.plantnet.org/image/s/153c61ba3de0e4f2778332c89683d0b18ea5c154', 'https://bs.plantnet.org/image/s/515b7cf118e906fdc72e4941d1be159a3e1a4449', 'https://bs.plantnet.org/image/s/8c56f09e66e7d2c55887711c56c5829264e44c41', 'https://bs.plantnet.org/image/s/8b23375acc7866c399fcb47f97a3bd1b2bc97e74', 'https://bs.plantnet.org/image/s/28d0b09663a80ff1a95172862d447174ea91904b', 'https://api.plantnet.org/v1/gbif/4259449/map.png']",LC,10,,
Guazuma ulmifolia Lam.,bastard-cedar,ไอ้สารเลวซีดาร์,ลูกครึ่ง,guazuma,malvaceae,"['https://bs.plantnet.org/image/s/0214e6ec63a54feaa58fed8841507ac85afb43f2', 'https://bs.plantnet.org/image/s/1f6c3f39878995f731ce7018baed29d61960f601', 'https://bs.plantnet.org/image/s/007d799af694cf92e88b639bdb7cbee3951c2e87', 'https://bs.plantnet.org/image/s/f0f275f98fe12cf97363347ca48ed7ae98c01e29', 'https://bs.plantnet.org/image/s/6489d351cb76da91c443020ba20b1a28dd0b3ad8', 'https://api.plantnet.org/v1/gbif/3152195/map.png']",LC,471,,
Guioa koelreuteria (Blanco) Merr.,,,,guioa,sapindaceae,"['https://bs.plantnet.org/image/s/58b075e10cb9ce7012effb3097a35b5a62b2d380', 'https://bs.plantnet.org/image/s/278fb9dacc809509800b8fc739a833ea4de4b22a', 'https://bs.plantnet.org/image/s/b9df23afe213337f48fdbf0cd5b93de9ae21c979', 'https://api.plantnet.org/v1/gbif/3787519/map.png']",LC,3,,
Guioa pleuropteris (Blume) Radlk.,,,,guioa,sapindaceae,"['https://bs.plantnet.org/image/s/5ae7b37ff0eb483f79d576e6955bdb15ad4f6869', 'https://bs.plantnet.org/image/s/455e058ac8542504191e27d40468037454c5f80e', 'https://bs.plantnet.org/image/s/bd29b51ed7d03c177712584bc79c69adb69a3da8', 'https://bs.plantnet.org/image/s/18688758bfcdaf03f203f589cb519f8162d57b2d', 'https://bs.plantnet.org/image/s/ec94b77552b2e6487e6ea6556841aec864ba703b', 'https://api.plantnet.org/v1/gbif/3787288/map.png']",LC,10,,
Guioa pubescens (Zoll. & Moritzi) Radlk.,,,,guioa,sapindaceae,"['https://bs.plantnet.org/image/s/d196511aec3525d5f020250fc2c8d807325fc7dc', 'https://bs.plantnet.org/image/s/73c5536fe5ce9d14765b8f5cadbc65d2dc6adc7d', 'https://bs.plantnet.org/image/s/e5debdda4b9c7aecb317a83fe804c51f0a913a15', 'https://bs.plantnet.org/image/s/294a919e1bf36f9da0bf6707d614bf1c5e0a33c7', 'https://bs.plantnet.org/image/s/c952e9824db3fdd784bf871b7b6010a87d7e0f1d', 'https://api.plantnet.org/v1/gbif/3787256/map.png']",LC,11,,
Guizotia abyssinica (L.f.) Cass.,ramtil,กรอบถึง,คนเลี้ยงสัตว์,guizotia,asteraceae,"['https://bs.plantnet.org/image/s/ca3bac765f098eb1cf8bd423c5514eb595953491', 'https://bs.plantnet.org/image/s/f977994a4a8193c511882b89057cb8c8861195f4', 'https://bs.plantnet.org/image/s/512be149eb2087c0bc3dac468930a6e3bc453f19', 'https://bs.plantnet.org/image/s/3a56ac646a4b8c4b60b8e2d637ea85a802a4b2cc', 'https://bs.plantnet.org/image/s/c88c1fc47c90bd61f0f78bcbf1afea90e0189938', 'https://api.plantnet.org/v1/gbif/8584304/map.png']",1082,802,,
Gymnacranthera bancana (Miq.) J.Sinclair,,,,gymnacranthera,myristicaceae,"['https://bs.plantnet.org/image/s/f73f8e01164d829609a42acb3c110582d1cf4b9d', 'https://api.plantnet.org/v1/gbif/3743028/map.png']",1,1,,
Gymnema sylvestre (Retz.) R.Br. ex Sm.,australian cowplant,ต้นวัวออสเตรเลีย,Cowplant ออสเตรเลีย,gymnema,apocynaceae,"['https://bs.plantnet.org/image/s/228a2e504ca5149947e617827ac3e5be5609ecb9', 'https://bs.plantnet.org/image/s/350299c494fb439e61b7d86eb3d55003e51525cf', 'https://bs.plantnet.org/image/s/f9e50369fcf230282a58f4f5abe61c57f395a879', 'https://bs.plantnet.org/image/s/d11e3615547623037f9027ce8dd8d1d51bec9843', 'https://bs.plantnet.org/image/s/899cc8a90ec8251ce3221c8fe304844b0d326858', 'https://api.plantnet.org/v1/gbif/8040540/map.png']",28,20,,
Gymnostoma nobile (Whitmore) L.A.S.Johnson,borneo ru,บอร์เนียวรู,บอร์เนียวรู,gymnostoma,casuarinaceae,"['https://bs.plantnet.org/image/s/3e70eb518a2e865796ba478fe1c57aec3664cfb5', 'https://bs.plantnet.org/image/s/fa3ec428ce3752afd6a636e04e9794ed82aac15d', 'https://bs.plantnet.org/image/s/3751f6cf18f7527ac622fb60192c04c948d1aff7', 'https://bs.plantnet.org/image/s/a04acdd6b4aef1db374d6d90ea41ce36270555e1', 'https://bs.plantnet.org/image/s/2040b3e738aae878785fe9ba6717d63fba73be52', 'https://api.plantnet.org/v1/gbif/2891815/map.png']",13,4,,
Gymnostoma rumphianum (Miq.) L.A.S.Johnson,weeping ru,ร้องไห้นะ,ร้องไห้ ru,gymnostoma,casuarinaceae,"['https://bs.plantnet.org/image/s/74ae4a1b7d5bc6b4422847dbdb70f2cc3bc2107c', 'https://bs.plantnet.org/image/s/c293fe9ce779bb3a3713c1adc513bb19d8620381', 'https://api.plantnet.org/v1/gbif/2891802/map.png']",LC,2,,
Gymnostoma sumatranum (Jungh. ex de Vriese) L.A.S.Johnson,,,,gymnostoma,casuarinaceae,"['https://bs.plantnet.org/image/s/5eed47d22939938e8898a3c79fbc41fd1abae09a', 'https://bs.plantnet.org/image/s/633caad3948f5e756c04b8dbe1fdae7d7626be12', 'https://bs.plantnet.org/image/s/1e0f0c210a737b11ba4f53d261673408b7e4d0d7', 'https://api.plantnet.org/v1/gbif/2891804/map.png']",LC,3,,
Gynura procumbens (Lour.) Merr.,longevity spinach,ผักโขมยืนยาว,ผักโขมที่ยืนยาว,gynura,asteraceae,"['https://bs.plantnet.org/image/s/00ca2cd1864febc3870c7d1c8d28967068d44f97', 'https://bs.plantnet.org/image/s/a2f8acc83d3a5ef52a82bbc0c524e34d914a5c0e', 'https://bs.plantnet.org/image/s/917b0d4d713c7d26533fb064637d832d91941162', 'https://bs.plantnet.org/image/s/e916735e3d884ab41de391a9fbf7b70c711f1810', 'https://bs.plantnet.org/image/s/e890c91e051c1275e1e9895e99db1b38ee09ab4c', 'https://api.plantnet.org/v1/gbif/3139818/map.png']",122,95,,
Gynura pseudochina (L.) DC.,,,,gynura,asteraceae,"['https://bs.plantnet.org/image/s/356c5fb64b6d6b6d9b952578212297ee72036161', 'https://bs.plantnet.org/image/s/a3da641e8764bec801549a55a6fff91f01e01a2e', 'https://bs.plantnet.org/image/s/5a679d34a6585ba685198c77698698bd01d67696', 'https://bs.plantnet.org/image/s/74416f5ae8372d07bad3c822c336115e44b126d3', 'https://bs.plantnet.org/image/s/5155b56eba8cdf83ce2c68c7a339e3e1569420e2', 'https://api.plantnet.org/v1/gbif/7715188/map.png']",6,3,,
Haematoxylum campechianum L.,logwood,ท่อนซุง,ไม้หอก,haematoxylum,fabaceae,"['https://bs.plantnet.org/image/s/23c654ef270e6595e6348cee96daf6dde03f589a', 'https://bs.plantnet.org/image/s/678dbb1ea90c8ba90daa352e99879e3e2e85fa29', 'https://bs.plantnet.org/image/s/ecb0b29c877b5ff9bd156b5bd2bd30652df60b96', 'https://bs.plantnet.org/image/s/d8af0cb90348dcee828692492274eb7cedc7f326', 'https://bs.plantnet.org/image/s/6a523e9411c5ea35f96282770a632490a3ec4eb0', 'https://api.plantnet.org/v1/gbif/2950903/map.png']",LC,181,,
Harpullia arborea (Blanco) Radlk.,tulip-wood tree,ต้นไม้ทิวลิปไม้,ต้นไม้ไม้ดอกทิวลิป,harpullia,sapindaceae,"['https://bs.plantnet.org/image/s/af6de455054a6a9df8122d6d4e3a60e04acd7a56', 'https://bs.plantnet.org/image/s/5b23fab351c1fea8a4c32d7bb43fd9f15b2127f1', 'https://bs.plantnet.org/image/s/70356a4dc487b8416a46c343cd1db530750df9cd', 'https://bs.plantnet.org/image/s/e42487ffdd81c00d9c1c68afa5bb9e2f2f00821f', 'https://bs.plantnet.org/image/s/b0a5ba021da5373ec35cfd9c97cb6ec265c3b6df', 'https://api.plantnet.org/v1/gbif/3190016/map.png']",LC,58,,
Harpullia cupanioides Roxb.,,,,harpullia,sapindaceae,"['https://bs.plantnet.org/image/s/a1c56b1b9af5ceb8871701d45d01c982f053aea2', 'https://bs.plantnet.org/image/s/4db910a8a2fc41ceb52fe5a1b8fae2c52ca47bd2', 'https://bs.plantnet.org/image/s/72e085af2848e2d76395c604fa1bedad99e77ebd', 'https://bs.plantnet.org/image/s/956a21eb4e25b9bce76dadcca9df16ab51065bb8', 'https://bs.plantnet.org/image/s/2a86a039ccf452ca2c16fb2729d0babdc22d361c', 'https://api.plantnet.org/v1/gbif/3786912/map.png']",LC,14,,
Harrisonia perforata (Blanco) Merr.,,,,harrisonia,rutaceae,"['https://bs.plantnet.org/image/s/87089a0e7975372e49d5a861e189643d08065fef', 'https://bs.plantnet.org/image/s/fb7ae31b867cf5f4cb6e7575fac95d0b5830f2a0', 'https://bs.plantnet.org/image/s/28e245b20405042fbf817dc43b25618b56486d41', 'https://bs.plantnet.org/image/s/61c5eda52451480e69e187b8e6b1a2252787404e', 'https://bs.plantnet.org/image/s/535a827583979e81f6904c9a6ed47a73253993cb', 'https://api.plantnet.org/v1/gbif/3708966/map.png']",LC,6,,
Hedychium coronarium J.Koenig,butterfly-ginger,ผีเสื้อขิง,ผีเสื้อ,hedychium,zingiberaceae,"['https://bs.plantnet.org/image/s/7659886505da6d385e3447c367c32706a48bf3ba', 'https://bs.plantnet.org/image/s/852701d158cdcf0e2e4e029510d7b32b7938fcb6', 'https://bs.plantnet.org/image/s/65a1192c866f62244b715db32f41d707ac19336d', 'https://bs.plantnet.org/image/s/4ab05bde4e7d22c7d396c7c895cfa860656446b4', 'https://bs.plantnet.org/image/s/e18c8b31c3d3755d07c44d2a3d2408738b2dc8eb', 'https://api.plantnet.org/v1/gbif/7883492/map.png']",DD,1431,,
Hedychium longicornutum Griff. ex Baker,,,,hedychium,zingiberaceae,"['https://bs.plantnet.org/image/s/ed07d5719120684b1a38988b668b6e289a8ccb3e', 'https://bs.plantnet.org/image/s/bda546a62ad6e537f83b44120ededc0429c6a370', 'https://bs.plantnet.org/image/s/8687b4993623aa83c9e3bb363fde6eb9f7ed8006', 'https://bs.plantnet.org/image/s/ecb28cb03566ece97a8bae5cdfc2f862582acc8a', 'https://bs.plantnet.org/image/s/1a851d662fda282bd198ba1d3592a09b8ca35302', 'https://api.plantnet.org/v1/gbif/2758610/map.png']",NT,13,,
Helianthus annuus L.,sunflower,ดอกทานตะวัน,ดอกทานตะวัน,helianthus,asteraceae,"['https://bs.plantnet.org/image/s/f0b7de7007fed440bfdc86f242004eb3da649390', 'https://bs.plantnet.org/image/s/c4b4267dd937af092216077598a286210cf37438', 'https://bs.plantnet.org/image/s/85af9ae7529fb49bce97c3d11590e1aee88c4748', 'https://bs.plantnet.org/image/s/a3117bec71f8e8c610849a956ec5f1a7ae327e57', 'https://bs.plantnet.org/image/s/7dd6d45e02743dd67b10b131dea01306070e0fd3', 'https://api.plantnet.org/v1/gbif/9206251/map.png']",LC,16308,,
Helianthus tuberosus L.,jerusalem artichoke,อาติโช๊คเยรูซาเล็ม,อาติโช๊คเยรูซาเล็ม,helianthus,asteraceae,"['https://bs.plantnet.org/image/s/129ad7f447b1643a1acc41e0175c09ca69960074', 'https://bs.plantnet.org/image/s/9625950e8bc114c5c8bb687bc57b4c7050990b15', 'https://bs.plantnet.org/image/s/ae453b5f831d614677b37967ead16a3459537ddc', 'https://bs.plantnet.org/image/s/23146b00f0f3e93f8a72826509787b5310d1ff2b', 'https://bs.plantnet.org/image/s/7ecea5ab5cb559a457d5a732712beb2b2715a0a6', 'https://api.plantnet.org/v1/gbif/3119175/map.png']",LC,8745,,
Helicia petiolaris Benn.,,,,helicia,proteaceae,"['https://bs.plantnet.org/image/s/7d50144d290c367e7d8494bb645228e53b3119db', 'https://api.plantnet.org/v1/gbif/5637298/map.png']",LC,1,,
Heliconia indica Lam.,,,,heliconia,heliconiaceae,"['https://bs.plantnet.org/image/s/4f7ad43784492ccacaa78135f6d8d664920aa096', 'https://bs.plantnet.org/image/s/340bdae8bec3c13b1cb00736fe1228a8e71cf783', 'https://bs.plantnet.org/image/s/c1eefde6aa1f8f3bd3a5ccc8d69c6162cb6f97d2', 'https://bs.plantnet.org/image/s/4bb24ec010c90b0cdc396c1adb6306c21c1c772e', 'https://bs.plantnet.org/image/s/59fdcb510ec152631094e897f8fa558e3ec38662', 'https://api.plantnet.org/v1/gbif/2760563/map.png']",16,13,,
Helicteres isora L.,east indian screwtree,ต้นสกรูอินเดียตะวันออก,Screatree อินเดียตะวันออก,helicteres,malvaceae,"['https://bs.plantnet.org/image/s/e716449ed33c4fc446870826ac893a1ddbb56789', 'https://bs.plantnet.org/image/s/050f2115a140285839c58dce4a6e9efb6aa699c0', 'https://bs.plantnet.org/image/s/82d086be224d7985a9e14f6421b5ccd9e1263680', 'https://bs.plantnet.org/image/s/42a5914d44d05b28e79a66caa9af7472eca61993', 'https://bs.plantnet.org/image/s/9a6225d1d7fb15e7582afd7e8df1d7ff402d9e02', 'https://api.plantnet.org/v1/gbif/5546922/map.png']",LC,59,,
Heliotropium curassavicum L.,smooth heliotrope,เฮลิโอโทรปเรียบ,Heliotrope ที่ราบรื่น,heliotropium,boraginaceae,"['https://bs.plantnet.org/image/s/0deed72ce7c6542bfcef129792b0143887695e26', 'https://bs.plantnet.org/image/s/d42359d45a621bea6cbc025efc1e1c9acc55466d', 'https://bs.plantnet.org/image/s/b92b4bfde4ff2e1fbc9d1f42679339ae788d0d4a', 'https://bs.plantnet.org/image/s/03fa943d779dd104689cff39b27936146cf40d6d', 'https://bs.plantnet.org/image/s/b88ba8b2fbac53f4a5551ca2e4d98024155d67b3', 'https://api.plantnet.org/v1/gbif/2925786/map.png']",LC,714,,
Heliotropium indicum L.,turnsole,พื้นรองเท้าหมุน,ปลอก,heliotropium,boraginaceae,"['https://bs.plantnet.org/image/s/c23dd707fa2290597d5775ebf9c07ca4bb431b88', 'https://bs.plantnet.org/image/s/dbc889201049556a6465a77ab07282128e62445e', 'https://bs.plantnet.org/image/s/2c7c648f2da212fc099028b01c0ba15f2a3a6661', 'https://bs.plantnet.org/image/s/c41ecd20ade1436950b886bbdc41fb3b5102fbad', 'https://bs.plantnet.org/image/s/177bcb8572e92c7fc6af65d8618305d6457fe1af', 'https://api.plantnet.org/v1/gbif/2925788/map.png']",670,480,,
Helminthostachys zeylanica (L.) Hook.,flowering fern,ดอกเฟิร์น,เฟิร์นออกดอก,helminthostachys,ophioglossaceae,"['https://bs.plantnet.org/image/s/bcd6728d03b6e0fcfc471905ed068ffdc9c8b99c', 'https://bs.plantnet.org/image/s/0abba603af8e2de142df04cfcf55ea1f0ce79eaa', 'https://bs.plantnet.org/image/s/e59105b64912f91188ada0d96df70681139671c4', 'https://bs.plantnet.org/image/s/eb3aa87745c41fd60842e934786c6efa533f1b17', 'https://bs.plantnet.org/image/s/7aa459efb2e1caddff24c79a88c214c44575e3c9', 'https://api.plantnet.org/v1/gbif/2650123/map.png']",21,20,,
Hemigraphis alternata (Burm.f.) T.Anderson,cemetery-plant,สุสาน-โรงงาน,สุสาน,hemigraphis,acanthaceae,"['https://bs.plantnet.org/image/s/fc3e247a7ae6ccf64234c73a7c5ddf90eacfef59', 'https://bs.plantnet.org/image/s/d2b3794ce0e4c5aa781e73784267e9f5394361c8', 'https://bs.plantnet.org/image/s/17d445edc6ddb23fabcd289a0c62146e1449b7fc', 'https://bs.plantnet.org/image/s/c2fa66766bc4022f7fa77c1eb4d645009b54a140', 'https://bs.plantnet.org/image/s/e16bfaedf826a8739b68ae0977cb6192ac07206d', 'https://api.plantnet.org/v1/gbif/3173034/map.png']",581,501,,
Herissantia crispa (L.) Brizicky,bladdermallow,กระเพาะปัสสาวะ,กระเพาะปัสสาวะ,herissantia,malvaceae,"['https://bs.plantnet.org/image/s/2a56f49a828d9144af6a44c6b11dc37c5a2330ee', 'https://bs.plantnet.org/image/s/ca1ccade1208271ff4041d91b30cfa6a3066bc8d', 'https://bs.plantnet.org/image/s/aa7962b7b0d1cee4591d7bcaa8bac7281d4730c4', 'https://bs.plantnet.org/image/s/80cf6acbf70eb4b563482162354817769da48b28', 'https://bs.plantnet.org/image/s/bd504ccc66200eb49a967ee83a4319e49671e70e', 'https://api.plantnet.org/v1/gbif/3152514/map.png']",42,24,,
Heritiera borneensis (Merr.) Kosterm.,,,,heritiera,malvaceae,"['https://bs.plantnet.org/image/s/ed71a43746dc064d0cf8651bf5e08c91baf52708', 'https://api.plantnet.org/v1/gbif/3669247/map.png']",LC,1,,
Heritiera elata Ridl.,,,,heritiera,malvaceae,"['https://bs.plantnet.org/image/s/2a022ba8878b0d76b7d42620229bc265e2cca3c0', 'https://bs.plantnet.org/image/s/75d62b74c579e06e1b6c10fc4f8a8050b95f8496', 'https://bs.plantnet.org/image/s/076a074d37e79659a2caf50b80405b856408ba29', 'https://bs.plantnet.org/image/s/57ac2a2818f88821e8a5573c75f9fc70c1dbccd8', 'https://bs.plantnet.org/image/s/f04e1d2279e80ace07b2930c959fa5caf1c0621f', 'https://api.plantnet.org/v1/gbif/7656944/map.png']",LC,6,,
Heritiera littoralis Aiton,looking-glass mangrove,ป่าชายเลนมองกระจก,ป่าชายเลนมอง,heritiera,malvaceae,"['https://bs.plantnet.org/image/s/ad74fdac1137e91c30dc28d040ecef65ff990710', 'https://bs.plantnet.org/image/s/16ade9bfa20aa7f7c0d0e76474897c9f55ff0e59', 'https://bs.plantnet.org/image/s/815eb8fab771fb1422d3701274d665a4b7e72af2', 'https://bs.plantnet.org/image/s/89c74b2756a1cc486afcae0862eafae3c4734162', 'https://bs.plantnet.org/image/s/eb522ee3ee84f1efba5cc1247063bbbd46a73f4c', 'https://api.plantnet.org/v1/gbif/7725132/map.png']",LC,93,,
Heritiera simplicifolia (Mast.) Kosterm.,,,,heritiera,malvaceae,"['https://bs.plantnet.org/image/s/245adff0b4f64260e098a9b3a4f336d3e0746524', 'https://bs.plantnet.org/image/s/09cc8f34b4cbaea0b190458448569744925f2efc', 'https://bs.plantnet.org/image/s/4b26e74a6aed2a171321af403aba3e8279072139', 'https://bs.plantnet.org/image/s/745a4d61236acad6b6cb12570aa04d5b9934408d', 'https://api.plantnet.org/v1/gbif/3668778/map.png']",LC,4,,
Heritiera trifoliolata (F.Muell.) Kosterm.,silver tree,ต้นไม้เงิน,ต้นเงิน,heritiera,malvaceae,"['https://bs.plantnet.org/image/s/69677910a76698ad391d553fadb9b4894c96760e', 'https://bs.plantnet.org/image/s/f0c81eef17f57ce6feb13609c9d7266418687677', 'https://api.plantnet.org/v1/gbif/8399629/map.png']",LC,2,,
Hernandia nymphaeifolia (J.Presl) Kubitzki,sea hearse,ศพทะเล,Sea Harse,hernandia,hernandiaceae,"['https://bs.plantnet.org/image/s/a1faa2e534a0a853193db7a58d9e15e6b05f4b22', 'https://bs.plantnet.org/image/s/241b99f71c60df103fab8146bcdf4414fbd32a8d', 'https://bs.plantnet.org/image/s/a8eb65330d2257b03f6e1a0ff7c501d1212a9de0', 'https://bs.plantnet.org/image/s/d7dd2fdf63edb06d62603fd7dfa657a72f6aae09', 'https://bs.plantnet.org/image/s/40d8d0e6635425a8da0914ca0f3f417060a8a9c1', 'https://api.plantnet.org/v1/gbif/3685338/map.png']",LC,58,,
Heteropogon contortus (L.) P.Beauv. ex Roem. & Schult.,black spear grass,หญ้าหอกสีดำ,หญ้าหอกสีดำ,heteropogon,poaceae,"['https://bs.plantnet.org/image/s/5c4306647b06978f78d6ec2c58d585d359c63542', 'https://bs.plantnet.org/image/s/0ab02963f0d17e6ce4d5209cf4879550a06c3fbb', 'https://bs.plantnet.org/image/s/7640561f6784adeba5b1b9fab2809280840ce750', 'https://bs.plantnet.org/image/s/dd0be5a1796861f98e1c44f404fb8a0f2979747c', 'https://bs.plantnet.org/image/s/26edaa376d7c4293966e28ff3c1613eb5163b43f', 'https://api.plantnet.org/v1/gbif/5290179/map.png']",217,101,,
Hevea brasiliensis (Willd. ex A.Juss.) Müll.Arg.,para rubber,สำหรับยาง,สำหรับยาง,hevea,euphorbiaceae,"['https://bs.plantnet.org/image/s/462564ad73c71734fe280d4fb84c3076ccedd14e', 'https://bs.plantnet.org/image/s/e5d894a4dc91d3e97cd05ff70494031b25928f4e', 'https://bs.plantnet.org/image/s/d5491595467686df5b652ebc66aada98abe94953', 'https://bs.plantnet.org/image/s/c25d804a327559e1e20dad8f05d998c5f07ae75c', 'https://bs.plantnet.org/image/s/c8bccb376d44b8ee7afd1cc975e420c6b6d95d4b', 'https://api.plantnet.org/v1/gbif/3071171/map.png']",LC,318,,
Heynea trijuga Roxb. ex Sims,,,,heynea,meliaceae,"['https://bs.plantnet.org/image/s/e5870f8b218782167e2dc015bf5dea8e8ed90a6d', 'https://bs.plantnet.org/image/s/7cba17ec7737a05963906db8bf1ebd88a547c4fb', 'https://bs.plantnet.org/image/s/984958f6d335f96c6c34b229b3f69f6eeb616837', 'https://bs.plantnet.org/image/s/d69781940f03b891228dc185f7f7f99793708638', 'https://bs.plantnet.org/image/s/92f51a3640427714b542c86bd7696f64ce45dd18', 'https://api.plantnet.org/v1/gbif/7619515/map.png']",LC,12,,
Hibiscus acetosella Welw. ex Hiern,cranberry hibiscus,ชบาแครนเบอร์รี่,แครนเบอร์รี่ชบา,hibiscus,malvaceae,"['https://bs.plantnet.org/image/s/34d4bb20217c21a36c7f6576c41da0c117a559bc', 'https://bs.plantnet.org/image/s/510bd42c87b6ccf5a0950ff077be3046dda0e718', 'https://bs.plantnet.org/image/s/45139523d2981e05aa8c0c12718276953440cc7e', 'https://bs.plantnet.org/image/s/ff2ec0948aa85e047cc3b30f1fb8f83e7dd3e35a', 'https://bs.plantnet.org/image/s/65707812a1aa2bd7af8b979f5e9f554bea52dd43', 'https://api.plantnet.org/v1/gbif/3152551/map.png']",741,600,,
Hibiscus cannabinus L.,indian-hemp,อินเดียกัญชา,ประเทศอินเดีย,hibiscus,malvaceae,"['https://bs.plantnet.org/image/s/ee63f3ae80744c9053f6d334c6ada097592d7a6f', 'https://bs.plantnet.org/image/s/b89564a7c008ac34d01d9996d2f60a7324b22b8e', 'https://bs.plantnet.org/image/s/6b5d1a9b96966e922ef0a0edd383400bfcb68c63', 'https://bs.plantnet.org/image/s/8d4a1d13af26648e5663d95291238dfe3caa0ab2', 'https://bs.plantnet.org/image/s/cdf7963ddd79dd7b6974fdfa43f64cff2922215a', 'https://api.plantnet.org/v1/gbif/3152547/map.png']",476,346,,
Hibiscus mutabilis L.,confederate rose,กุหลาบสัมพันธมิตร,สัมพันธมิตรกุหลาบ,hibiscus,malvaceae,"['https://bs.plantnet.org/image/s/6f534f9f3349752994b639de6c937be410b9679d', 'https://bs.plantnet.org/image/s/3dff7679e99528c3c12ea61b1c6b8c854bd00876', 'https://bs.plantnet.org/image/s/f0afad73b830d11b8c9a014b241650052a07b0c7', 'https://bs.plantnet.org/image/s/9b4884bd69e47a9a27311c89daf520c591dd19c9', 'https://bs.plantnet.org/image/s/7103898b09b11b95b89d1b0c802049f4d73fb895', 'https://api.plantnet.org/v1/gbif/3152555/map.png']",1540,1178,,
